index,image,annotator,description
1549,cuhk03/image=06_set=1_id=0190.png,viya,"A plumpy little man, looking short and chubby, with short and black coloured hair, wearing grey coloured large jacket with a pair of dark coloured jeans. He is wearing black coloured shoes. He carries a black backpack on his back. He is standing with both his hands inserted in to his pants' pockets."
1548,cuhk03/image=06_set=1_id=0189.png,viya,"A casually dressed boy, in his teens, wearing blue and white coloured checked shirt with half sleeves with a pair of dark coloured jeans. His hair is short and the hair colour is black. He is carrying a red and black backpack."
1547,cuhk03/image=06_set=1_id=0188.png,viya,"A young guy, probably in his mid twenties with dark skin tone, dark and short hair, wearing sunglasses and walking in his black coloured shoes. He is wearing pink coloured tee with a pair of grey or off white pants. He is carrying a cross body bag, that is off white in colour with black text printed on it."
1546,cuhk03/image=06_set=1_id=0187.png,viya,"A young, not so short kind of guy, wearing blue colour tee with a pair of beige or off white coloured trousers. He is wearing white and black coloured shoes. He has dark and short hair. He is carrying a white and black coloured backpack."
1545,cuhk03/image=06_set=1_id=0186.png,viya,"Photo of a tall, skinny man who has dark hair and the hair is cut short. He appears to be wearing eye glasses. He carries a black bag in his right hand, probably a laptop bag. He wears white full hand shirt with a pair of black jeans. His shoes are dark. He carries a blue bag on his back."
1544,cuhk03/image=06_set=1_id=0185.png,viya,"A chic girl, dressed beautifully in black coloured full sleeve sweatshirt with a pair of blue or grey denim mini shorts. She has a nice hair cut, short and clean, and her hair colour appears to be dark brown. She carries white colour shoulder bag on her right shoulder."
1543,cuhk03/image=06_set=1_id=0184.png,viya,"This man who has brown, messy hair, appears to be tall and fit. He is wearing blue colour tshirt with a pair of black or grey coloured shorts. He is wearing grey or white shoes. He carries a dark green or teal coloured backpack on his back."
1542,cuhk03/image=06_set=1_id=0183.png,viya,"A dark skinned man, with dark coloured hair, wearing a black coloured tshirt with a pair of some dark colour trousers. He is carrying a red coloured backpack on his back. His hair appears to be short. He has something in white inserted into his bag, may be a water bottle."
1541,cuhk03/image=06_set=1_id=0182.png,viya,"Slender, tall woman, with pop hair cut, where her hair appears dark in colour. She wears an off white top with a pair of blue coloured denim pants. She is wearing light coloured shoes. She carries something in her left arm, probably an Umbrella."
1540,cuhk03/image=06_set=1_id=0181.png,viya,"Picture of a skinny, tall man who appears to be carrying a dark coloured backpack on his back. He is wearing white coloured tee with black colour abstract designs on it. He wears a pair of black or grey jeans. He is wearing black colour shoes with white soles. He has a wrist watch tied on his left wrist. His hair is short and dark."
1539,cuhk03/image=06_set=1_id=0180.png,viya,"An elegant woman with long dark hair, wearing eye glasses, walking with her white colour headphones on, hearing music through her mobile phone or iPod that she holds with her right hand. She is wearing some dark colour tee with a blue and white striped jacket on it. she wears blue jeans with a pair of black shoes. She carries a black coloured backpack."
1538,cuhk03/image=06_set=1_id=0179.png,viya,"She appears to be a young girl with black, long hair and the hair appears straight and ironed. She wears white colour top with black colour prints on it with black coloured skirt. She carries a dark colour hand bag on her left shoulder and a water bottle in her right hand."
1537,cuhk03/image=06_set=1_id=0178.png,viya,"This is a picture of a man who wipes his nose while he walks. He has short and black hair. He wears a grey coloured tee with a black coloured leather jacket on top of it, with a pair of black coloured track pants and red coloured sports shoes. He is wearing a watch on his right wrist."
1536,cuhk03/image=06_set=1_id=0177.png,viya,"This girl appears tall and young, probably an Asian with black, straight hair, wearing long white and black designer top with green colour overcoat and a pair of black or dark coloured leggings. She wears a pink colour watch on her left wrist. She is wearing spectacles."
1535,cuhk03/image=06_set=1_id=0176.png,viya,"A slim and slender, young girl, with slightly messy but long and dark hair, probably running with her black shoes on. She wears purple coloured top with a pair of blue jeans. She carries purple and black trekking kind of back pack. She is holding something like a set of papers in her left arm."
1534,cuhk03/image=06_set=1_id=0175.png,viya,"A middle aged man who looks half bald, and his hair colour black, wears spectacles. He is wearing white or light blue coloured shirt with full sleeves and a pair of black or dark blue coloured pants. He is wearing a waist belt dark in colour. He has folded his hands in the front. He is carrying a black coloured bag on his back."
1533,cuhk03/image=06_set=1_id=0174.png,viya,"This is a photo of a young man with dark and short, bouncy hair who is not actually facing the camera. He is wearing black or brown full hand shirt with black or brown trousers. He is wearing white coloured shoes. He carries a black coloured backpack which looks heavy."
1532,cuhk03/image=06_set=1_id=0173.png,viya,"A young boy, probably in his late teens, checking on his phone with his right hand while he is walking. He wears blue colour tee with white letters printed on it. He is wearing grey colour pants. He wears blue or black coloured shoes. He carries a black or blue coloured backpack. He is wearing a wrist watch on his left arm."
1531,cuhk03/image=06_set=1_id=0172.png,viya,"This girl looks very slim and nice with a dark, long her with a ponytail. She wears white full sleeve tshirt with a pair of black full pants. She wears light colour sandals. She carries a black colour huge backpack."
1530,cuhk03/image=06_set=1_id=0171.png,viya,"An average, young man, wearing casual dress with grey coloured jacket and white coloured loose pants. He is wearing red or brown coloured shoes. He has dark and short hair. He is carrying a black backpack on his back."
1529,cuhk03/image=06_set=1_id=0170.png,viya,"A girl who appears thin with wavy, long, dark hair. She wears some light coloured top with a pair of dark coloured jeans. She carries a dark coloured bag on her left shoulder. Her shoes are not visible. She is not facing the camera."
1528,cuhk03/image=06_set=1_id=0169.png,viya,"A man in complete black wear, wearing black shirt with a pair of black pants and black shoes. He carries a backpack which appears to be in black in colour. He has dark skin tone. His hair appears to be black in colour and it is short."
1527,cuhk03/image=06_set=1_id=0168.png,viya,"A college going girl, probably around 20 years of age, with brown, straight hair, wearing green top with white coloured sleeves and a dark coloured capri pants. She is wearing black coloured shoes. She is holding a black coloured book with her right arm. She carries a pink coloured handbag on her left shoulder. She is wearing a silver colour bracelet or watch on her left wrist."
1526,cuhk03/image=06_set=1_id=0167.png,viya,"An ordinary girl in casual wear, wearing white tee with a pair of grey coloured casual pants and white coloured shoes. Her hair is straight and black. She carries a multi-colour hand bag on her right shoulder with some text written on it."
1525,cuhk03/image=06_set=1_id=0166.png,viya,"A medium build, young man, with short hair and the hair appears dark. He wears white colour tshirt with a pair of dark coloured pants. He is wearing some light coloured shoes. He carries a grey and black big backpack."
1524,cuhk03/image=06_set=1_id=0165.png,viya,"An average man in his early thirties, in full black wear, with full sleeve black shirt with a pair of black coloured trousers. He has black and short hair. He is carrying a black backpack on his back."
1523,cuhk03/image=06_set=1_id=0164.png,viya,"A chic girl, cutely dressed in pink tank top with black and white jacket with a pair of black coloured skinny jeans. She has long straight and dark hair. She carries a white sling bag. She appears to be an Asian."
1522,cuhk03/image=06_set=1_id=0163.png,viya,"A slightly fat girl with a chubby face, long and dark hair, wearing spectacles and holding a set of books in her right hand. She wears a green or grey coloured top with black colour coat on it. She is wearing brown or grey coloured jeans and black shoes with white laces. She may be carrying a bag on her right shoulder."
1521,cuhk03/image=06_set=1_id=0162.png,viya,"A tall and slim Asian girl with very fair skin tone, wearing blue colour full dress with white designs, and blue colour coat on top of the dress. She is wearing black coloured socks and some black and white shoes. She has a beautiful brown and long hair. She carries a brown or red colour shoulder bag on her right shoulder. She wears eye glasses. She has a wrist watch tied on her left hand."
1520,cuhk03/image=06_set=1_id=0161.png,viya,"A very skinny looking girl, smiling as she walks with her grey tshirt on which has black colour letters on it. She wears a black colour cardigan on top of the grey tshirt. She wears a pair of dark colour jeans and dark colour shoes. She is carrying a black shoulder bag on her right shoulder. Her hair appears silky, straight and brown in colour."
1519,cuhk03/image=06_set=1_id=0160.png,viya,"Appears to be a school going boy in his late teens, with short and black hair, wearing black tee shirt with a pair of dark colour trousers. He is carrying black colour backpack with white border lines in it. He has his hands inserted in to the pockets of his pants."
1518,cuhk03/image=06_set=1_id=0159.png,viya,"A man with dark and short hair, curiously looking at something through his black colour framed eye glasses. He is wearing white tee with black colour design on it, with black and white checked jacket on top of it. He is wearing a pair of dark colour pants and light colour shoes. He is carrying a black or some dark colour bag on his right shoulder."
1517,cuhk03/image=06_set=1_id=0158.png,viya,"Looks like a skinny woman with fair skin tone and dark long hair, wearing blue shirt with blue scarf with black colour coat on it. She wears very light colour trousers and is wearing pink colour shoes. She carries a black colour bag with her right hand."
1516,cuhk03/image=06_set=1_id=0157.png,viya,"A nice looking, young girl, with straight smooth hair, probably brown coloured, wearing black long top with grey or beige long winter coat upon that. She wears a pair of black leggings with white shoes. She carries beige or white colour shoulder bag on her left shoulder and is wearing a watch on her left wrist. She looks like she is wearing spectacles."
1515,cuhk03/image=06_set=1_id=0156.png,viya,"Picture of a young, tall and skinny boy, wearing round shaped eye glasses. He has short and dark hair. He wears black colour tshirt with white colour logo on it. He wears a black colour jacket on top of the tshirt. He is wearing a pair of grey colour pants. He is carrying a dark colour bag in his right hand."
1514,cuhk03/image=06_set=1_id=0155.png,viya,"A middle aged man, probably in his forties, wearing green coloured full sleeved shirt with a pair of dark grey pants. His hair is slightly grey and it is short. His shoes are not visible. His face is not visible to the camera."
1513,cuhk03/image=06_set=1_id=0154.png,viya,"Picture of a stout woman wearing green polo tshirt, with grey colour jacket on it, with a pair of grey trousers. She is wearing grey colour shoes. She has dark short hair. She carries a set of books or files in her right hand."
1512,cuhk03/image=06_set=1_id=0153.png,viya,"A boy in his teenage, wearing red or black colour, round shaped eye glasses. He wears red colour zipper jacket with a pair of grey jeans. He is wearing black colour shoes. He is carrying a black or brown backpack on his right shoulder."
1511,cuhk03/image=06_set=1_id=0152.png,viya,"Photo of a tall, young boy, should be around his teenage, wearing white colour tee with black colour designs printed on it. He is wearing black colour shorts and a pair of white colour shoes. He is carrying a black colour or blue colour backpack on his back. He is holding a book or file in his right arm. He has short hair which appears black."
1510,cuhk03/image=06_set=1_id=0151.png,viya,"A well dressed man, probably in his twenties, wearing eye glasses and a pair of black adidas shoes. His hair is black and short. He wears white tshirt with a black coat on top of it. He is wearing a pair of green shorts. He is carrying a brown or black colour leather bag in his right arm."
1509,cuhk03/image=06_set=1_id=0150.png,viya,"This is a picture of a slender, young man, wearing blue shirt with a pair of grey colour pants and white colour shoes. He has dark and short hair. He carries a black colour bag on his back and is walking slow."
1508,cuhk03/image=06_set=1_id=0149.png,viya,"A skinny, unhealthy looking man, with very short hair, and the hair looks dark. He is wearing grey colour tshirt with a pair of beige colour trousers. He is wearing white colour shoes. He carries a black backpack on his back."
1507,cuhk03/image=06_set=1_id=0148.png,viya,"A pretty, young lady with long, straight hair, wearing grey or blue tank top with black colour full sleeve coat on it, with a pair of black leggings and short skirt on top of it. Her tank top has white colour logo on it. She wears pink or red colour shoes. She appears to be wearing a long chain or something like that."
1506,cuhk03/image=06_set=1_id=0147.png,viya,"A short Asian man, with messy and dark hair, wearing white tee and black colour jacket on top of it, with a pair of black colour pants. His shoes are grey in colour. He carries a cross body bag that is black in colour. He wears a watch on his left wrist."
1505,cuhk03/image=06_set=1_id=0146.png,viya,"A neatly dressed, young girl, probably in her twenties, with straight, long hair, wearing black colour tshirt with a pair of pale blue jeans. She carries something like a bag with her right arm. She carries a hand bag on her left shoulder."
1504,cuhk03/image=06_set=1_id=0145.png,viya,"Very tall man who appears to me slender with an average build, walks with his brown colour jacket on with a pair of grey colour trousers. He wears brown or grey colour shoes. He has black and short hair. He is carrying a grey colour bag on his left shoulder."
1503,cuhk03/image=06_set=1_id=0144.png,viya,Profile of a person who is not facing the camera. He is wearing green coloured full sleeve shirt with a pair of dark coloured trousers. He wears something like a cap that covers his head and is blue in colour. He is carrying a grey backpack.
1502,cuhk03/image=06_set=1_id=0143.png,viya,"A young man, with mushroom like hairstyle, walking with a smile on his face. He carries a set of books in his left arm and something like a pen in his right arm. He wears a blue tshirt which has the text Evolution written on it in white. He is wearing dark colour pants."
1501,cuhk03/image=06_set=1_id=0142.png,viya,"A tall and very skinny guy, walking with a roll of papers in his right arm. He has very short, dark hair. He wears eye glasses. He is wearing grey colour tshirt with black colour prints on it. He wears a pair of blue jeans and dark coloured shoes."
1500,cuhk03/image=06_set=1_id=0141.png,viya,"An average girl with long, straight, dark hair, wearing a green or blue colour anti-pollution mask on her face. She is wearing grey colour loose tshirt which has the text SHAKE on it in black. She wears dark colour leggings or skinny jeans. She is wearing white coloured shoes. She carries black colour hand bag on her left shoulder."
1499,cuhk03/image=06_set=1_id=0140.png,viya,"A young man with slim body, with dark short hair, wearing metallic frame eye glasses. He is wearing violet colour tshirt with a pair of dark coloured jeans. He wears grey colour shoes. He carries black colour backpack on his back which looks heavy."
1498,cuhk03/image=06_set=1_id=0139.png,viya,"A man with dark skin tone whose face is not visible to the camera. He has his hair cut short and it is black in colour. He wears dark colour, some brown or grey coloured tshirt with a pair of dark colour pants. He carries a blue and black backpack."
1497,cuhk03/image=06_set=1_id=0138.png,viya,"Profile of a man with average body build, wearing black colour tshirt with some golden or white colour text printed on it. He is wearing grey or black colour shorts. He carries a black and white backpack. He wears some black colour shoes. His hair is dark and short. He is wearing a wrist watch, black in colour on his left wrist."
1496,cuhk03/image=06_set=1_id=0137.png,viya,Skinny and tall Asian wearing white tee with black colour print of a man on it. He wears a pair of dark colour jeans and dark colour shoes. He has black and short hair. He carries a white colour coat or some garment in his left hand and a black colour bag on his right shoulder.
1495,cuhk03/image=06_set=1_id=0136.png,viya,"Looks like a thin, young man, with dark, short hair, wearing black colour jacket with grey or beige colour shorts. He wears red colour shoes with white coloured laces and soles. He wears oval shaped spectacles. He appears to be wearing a wrist watch on his left arm."
1494,cuhk03/image=06_set=1_id=0135.png,viya,"A short man with dark and spiky hair, probably an Asian, wearing white tshirt with black colour quilted winter jacket on it, with a pair of dark colour pants. He wears black framed eye glasses. His hair is short."
1492,cuhk03/image=06_set=1_id=0133.png,viya,"An Asian woman with dark hair, wearing white shirt with a black colour coat on it. She wears a pair of blue denim pants. She carries a red or brown coloured shoulder bag on her right shoulder. She may be carrying a white colour shopping bag in her left arm."
1493,cuhk03/image=06_set=1_id=0134.png,viya,This is a photo of a woman who looks tall and slim and is not facing the camera. She is wearing a pair of flat slippers. She wears black tshirt and black colour shorts. She carries black colour handbag in her right shoulder.
2246,cuhk03/image=06_set=2_id=0044.png,B12,"A quite blurred picture of a slim male walking away from the camera. He has short, dark hair and is wearing flip flops with shorts that might be grey or black, and a white top with a wine red print on the back. He has a black bag slung over his shoulder to hand low on his back."
2247,cuhk03/image=06_set=2_id=0045.png,B12,"A man in a wheelchair is wearing a dark cap, probably black, and glasses with a dark frame. He has a bright green golf shirt with short sleeves on, with black trousers, white socks and black shoes. He has a black sling bag over his right shoulder and resting on his lap."
2248,cuhk03/image=06_set=2_id=0046.png,B12,"A young girl is smiling as she walks towards the camera. She is wearing a short, flaring green dress with white sleeves. She paired with with black tights and black and white sneakers. her large handbag is hanging from her right shoulder, and her dark brown hair is shoulder length with a fringe and flipped out tips."
2249,cuhk03/image=06_set=2_id=0047.png,B12,"A picture of a person with layered, shoulder length black hair. He is wearing a white t-shirt, white three quarter trousers and has a black bag strapped over his right shoulder towards his left hip. He appears to be holding something in his right hand."
2250,cuhk03/image=06_set=2_id=0048.png,B12,"An elderly lady with a light brown sling bag is walking towards the camera, wearing a white t-shirt with a dark grey and black print on the chest. She is wearing long black trousers and has a wristwatch or bracelet on her left arm, while she's holding on to her bag's strap with her left hand. Her black hair is cut short but still covers her ears."
2251,cuhk03/image=06_set=2_id=0049.png,B12,"A skinny male with longish dark brown hair is walking towards the camera. He is wearing a black t-shirt, that has a large grey picture on the front, with long white sleeves underneath, a dark blue bag slung across his torso from the right shoulder and tight fitting black trousers with black shoes."
2252,cuhk03/image=06_set=2_id=0050.png,B12,"A skinny man with very short black hair and glasses is showing his back to the camera, with his hands in his trouser pockets. He is wearing black slip-on shoes, a black t-shirt and grey, baggy shorts reaching to his knees, with extra pockets on the sides and black lines going both down and across."
2253,cuhk03/image=06_set=2_id=0051.png,B12,"A slim lady with long black hair is wearing a red top with a white t-shirt sticking out underneath. She has tight black or dark blue jeans on with red and white sneakers, and has her arms folded in front of her."
450,cuhk03/image=01_set=1_id=0450.png,A11,"A tall medium build boy with short hair is wearing a green t-shirt and white stripes black 3/4th trousers. He has a back pack turned towards his front and might be holding book in his hand and is about to keep it inside the bag. His t-shirt has written a word ""B"" in white color. He wears black and white canvas shoes."
449,cuhk03/image=01_set=1_id=0449.png,A11,none
2254,cuhk03/image=06_set=2_id=0052.png,B12,"A skinny young boy with a black cap on his head is walking away from the camera. He is wearing an overly large grey t-shirt, tight black trousers and black running shoes with white soles and laces. His hair, from what's visible under the cap seems to be very dark, either brown or black, and cut short."
2255,cuhk03/image=06_set=2_id=0053.png,B12,"A boy with flip flops and a large black backpack is looking at something held in his right hand. He is wearing an over sized grey sweater with a hood, and has the sleeves pushed up. He has dark, knee-length shorts on, either black or dark grey, with longish black hair."
2256,cuhk03/image=06_set=2_id=0054.png,B12,"A tall, skinny lady with black curly hair pulled back in a ponytail is walking away from the camera carrying something that looks like a brown bag in both hands in front of her chest. She is wearing a black jersey, dark grey, tight-fitting trousers and black shoes."
2257,cuhk03/image=06_set=2_id=0055.png,B12,"A picture of a petite lady with short bob, black hair and a large white bag over her right shoulder walking away from the camera. She is wearing a white t-shirt with a black crop top with short sleeves over, tight black or navy blue trousers and what looks like white shoes, but might be light grey or silver."
2258,cuhk03/image=06_set=2_id=0056.png,B12,"An elderly man with thinning grey hair is slightly stooped as he walks. He has black shoes, light brown or grey trousers and a black t-shirt with a white logo in the left top corner and white stripes on the shoulders. He is carrying a white book or stack of papers in his right hand."
2259,cuhk03/image=06_set=2_id=0057.png,B12,"A skinny man, probably young, has his back to the photographer. He is wearing a light grey t-shirt with black trousers rolled up to the calves and white and black sneakers. He is carrying a large black backpack and has short black hair."
2260,cuhk03/image=06_set=2_id=0058.png,B12,"An athletic looking young man with black hair is looking to his right as he walks, he is wearing large white shoes, black or very dark green shorts and a blue t-shirt with a light grey picture on the back. His black bag is slung over his right shoulder and he is wearing sunglasses."
747,cuhk03/image=01_set=1_id=0747.png,A11,"A tall woman with a medium build, with short hair and dark glasses, pushed up on her head, wearing a white shirt over a full sleeved black jacket and tight black jeans. She is wearing pair blue flats. She might be holding something in her hands which cannot be seen in the image."
746,cuhk03/image=01_set=1_id=0746.png,A11,"A tall, thin woman with dark, long hair is wearing a full sleeved gray jacket, purple skirt, and a black bottom. She is wearing a brown handbag on her left shoulder and she has her hands in her jacket pockets. She is walking slowly in a pair of white canvas shoes."
745,cuhk03/image=01_set=1_id=0745.png,A11,"A thin girl, possibly tall, with dark long hair and a pair of glasses on her face, is wearing a full sleeve gray or light purple jacket, black bottom, and black shoes. She is holding a white handbag with red straps on her left hand. She probably is holding her mobile phone in her hand."
744,cuhk03/image=01_set=1_id=0744.png,A11,"A thinly built, tall girl with dark long hair, looking to her right, away from the camera is wearing a full sleeve black jacket and black bottom. She is also wearing a pair of black flats on her feet."
743,cuhk03/image=01_set=1_id=0743.png,A11,"A profile of a medium build woman with dark short hair, probably in her middle ages, is wearing a pink long jacket and black bottom. She wears a handbag on her right hand which might be of black color. She also wears black canvas shoes on her legs."
742,cuhk03/image=01_set=1_id=0742.png,A11,"A tall, thin man with very short hair, is wearing a gray t-shirt and a black jacket over it and blue jeans. He has a pair of glasses. He is holding some papers in his left hand. He also wears a pair of green shoes with white stripes."
741,cuhk03/image=01_set=1_id=0741.png,A11,"The image shows a woman with her back to the camera, wearing probably a white top below a black jacket, with tight gray jeans. She is carrying a red sling bag with a white shoulder strap on her right shoulder."
740,cuhk03/image=01_set=1_id=0740.png,A11,"A profile of a well-built, tall man with short spiky hair, probably in his middle ages. He looks like an Asian. He is wearing a V-Neck blue t-shirt and black jeans. He has an oval face with a sharp pointed nose."
739,cuhk03/image=01_set=1_id=0739.png,A11,"A tall, thin, muscular boy is seen hurrying somewhere. His white short sleeved shirt is very loose for him like his gray trousers. He seems to carry his whole weight on his shoulders which may be the reason for his slouch. His white sports shoes look trendy."
738,cuhk03/image=01_set=1_id=0738.png,A11,"A thinly built, tall man with dark short hair, well cut, has sharp features. His black t-shirt goes well with the dark gray jeans. He might probably be carrying a backpack on his back. He wears a pair of black canvas shoes and seems to be talking with his friend."
737,cuhk03/image=01_set=1_id=0737.png,A11,A thinly built boy with short hair is wearing a gray shirt and black pants. He seems to be involved in something that is happening around. He is wearing a black back pack on his back. He might be wearing black sports shoes.
736,cuhk03/image=01_set=1_id=0736.png,A11,"A profile of a thin, tall girl with medium hair in a ponytail, she is wearing a pair of glasses on her face. Her white top with full sleeves is covered by her pink jacket. She is wearing black jeans. She is holding a brown handbag with black dots in her right hand."
735,cuhk03/image=01_set=1_id=0735.png,A11,"A slim, tall girl with medium brownish hair is wearing full sleeve beige top and 3/4th black jeans. She wears black sports shoes, which is ankle length. She is holding a pink duffel bag in her left hand and wearing a black handbag on her right shoulder."
734,cuhk03/image=01_set=1_id=0734.png,A11,"A profile of a thinly built tall woman with dark, long hair, is wearing a beige top and gray pants and black sandals. She is holding a brown handbag on her left shoulder and a laptop bag in her right hand. She seems to be in a chirpy mood indicated by her bright smile."
733,cuhk03/image=01_set=1_id=0733.png,A11,A slim girl with dark long hair and a pair of glasses on her face is wearing a white top with black jacket on it and light grey jeans. She is probably wearing a sling bag with pink straps that can be seen on her left shoulder. She also wears a pair of brown sandals.
732,cuhk03/image=01_set=1_id=0732.png,A11,A slim and tall girl with dark short hair is walking towards the right direction. She is wearing probably a white top and a light blue hoodie. She is swinging her hands as she is walking. She is carrying an orange bag on her shoulders. She wears a black trouser.
731,cuhk03/image=01_set=1_id=0731.png,A11,"A tall, thin boy with short black hair is wearing a black t-shirt and blue jeans. He is wearing a black backpack on his back. He wears a pair of black shoes. He is probably holding a black jacket in his right hand. He has a big slouch."
730,cuhk03/image=01_set=1_id=0730.png,A11,"A tall, thin man with short black hair is wearing a pair of glasses. He is also wearing a blue t-shirt and gray pants. He also wears a pair of black shoes. He is holding a water bottle in his left hand. He probably is holding some papers or carrying a bag on his right hand."
729,cuhk03/image=01_set=1_id=0729.png,A11,A profile of a medium build boy with short hair who is wearing a pair of glasses. He also wears a white t-shirt and black trousers. He wears white canvas shoes. He probably is wearing a black strap watch on his left hand and might be holding a bag with his right hand. He is walking along with another person in the image.
728,cuhk03/image=01_set=1_id=0728.png,A11,"A slim, tall girl with long dark hair, wearing a red shirt with white stripes on it and black jeans. She might be wearing a pair of glasses. She probably is holding a book in her left hand and wearing a black backpack on her back. She also wears a pair of white sandals with red lace."
727,cuhk03/image=01_set=1_id=0727.png,A11,"A tall, thinly built boy with short hair, wearing a black jacket and gray trousers. He might be wearing a white t-shirt inside the jacket. He wears brown shoes and a black backpack on his back. He probably is holding a laptop in his left hand and is having a drink in his right hand. He possibly has a watch on his left hand."
726,cuhk03/image=01_set=1_id=0726.png,A11,"The person in the image is a slim woman .She has short black hair, wearing a white t-shirt and blue jeans. She wears a pair of glasses which is black framed. She might be holding a mobile phone or purse in her left hand and walking towards the right direction looking at the ground."
725,cuhk03/image=01_set=1_id=0725.png,A11,A profile of a thin build man with a pair of glasses on his face and short black hair. He is wearing a dark gray t-shirt and probably blue trousers. He might be wearing a laptop bag crossed from his right shoulder towards his back and holding a water bottle in his right hand.
724,cuhk03/image=01_set=1_id=0724.png,A11,"A profile of a medium build man, probably middle-aged, and probably Asian. He wears a light colored half sleeve t-shirt, a pair of light-colored trousers, possibly light-yellow or beige, and dark shoes. He is wearing a pair of spectacles. He has short black hair."
723,cuhk03/image=01_set=1_id=0723.png,A11,"A profile of a medium build man, probably middle-aged, and probably Asian. He wears a half sleeve blue t-shirt, a pair of dark-colored trousers, possibly dark-blue or black, and dark shoes. He has a phone in his left hand and is looking into it. He has short black hair."
722,cuhk03/image=01_set=1_id=0722.png,A11,"A slim and short guy, perhaps in his twenties, is looking away from the camera. He is wearing a half sleeve blue t-shirt. He has dark short black hair. He is wearing light colored denim jeans. He wears white colored sneakers with black stripes. He is also wearing a pair of spectacles."
721,cuhk03/image=01_set=1_id=0721.png,A11,"A profile of a very thin guy, probably a teenager, and possibly Asian. He wears a half sleeve black t-shirt, a pair of trousers, possibly green or gray. He is wearing a pair of white shoes. He is holding onto his phone in his right hand and looking into it. He has short black hair."
720,cuhk03/image=01_set=1_id=0720.png,A11,"A profile of a lean guy, probably a teenager, and possibly Asian. He wears a half sleeve t-shirt, a pair of light-colored trousers, possibly light yellow or beige, and black shoes. He wears a pair of black framed spectacles. He has short black hair."
719,cuhk03/image=01_set=1_id=0719.png,A11,"A slim girl, wearing a black half sleeve t-shirt is walking towards the right direction. She is carrying a white or beige handbag or purse in her left shoulder and carrying papers in her left hand. She is wearing dark gray formal pants and formal shoes probably black or brown. She is having dark black hair."
718,cuhk03/image=01_set=1_id=0718.png,A11,"An old man, perhaps in his fifties wearing a multi-colored jacket is walking towards the right. He is wearing a pair of spectacles with a black frame. He is wearing a pair of dark trousers probably blown or black. He has a gray hair."
717,cuhk03/image=01_set=1_id=0717.png,A11,"A profile of a medium build man, probably middle-aged, and probably Asian. He wears a white t-shirt and a dark green jacket, a pair of dark-colored trousers, possibly blue or black, and red shoes. He is carrying a black bag on his shoulder. He has dark black hair."
716,cuhk03/image=01_set=1_id=0716.png,A11,A slim young girl with flat facial features walking towards her left. She is dressed in a black jacket with white stripes on the sleeve. She has her hair tied in a high pony tail with bangs cut. She is looking at her phone as she is walking. She is carrying a red backpack and is wearing matching red sandals.
715,cuhk03/image=01_set=1_id=0715.png,A11,"A lanky boy with a forward slouch, walking towards his right. He is wearing a light pink full sleeve shirt and formal trousers. He is carrying a black sling bag. He seems to have a sharp nose. His hairdo is a mushroom cut and he appears to have his hand on his chest."
714,cuhk03/image=01_set=1_id=0714.png,A11,"A profile of a short boy, possibly Asian. He is wearing a light green t-shirt with black stripes. He is wearing dark brown knee length shorts. He is carrying a blue backpack with a black strap. He seems to be wearing a cap. His sandals appear to be a chocolate brown."
713,cuhk03/image=01_set=1_id=0713.png,A11,"A tall and slim boy probably Asian, has small eyes and a flat nose with plump cheeks. He is attired in a sweatshirt which is a combination of dark and light gray. His jeans are black. He is carrying a big black shoulder bag and is facing towards his left."
712,cuhk03/image=01_set=1_id=0712.png,A11,"A profile of a moderately built boy, probably Asian. He seems to have dark, silky hair and his eyes are covered by his hair. He is dressed in a bright red half sleeve t-shirt and a light gray trouser. He is holding what appears to be a tablet. His shoes are probably a matching bright red with white soles."
711,cuhk03/image=01_set=1_id=0711.png,A11,"A short, young boy with flat features walking towards his right, appears to have silky, dark hair. His t-shirt is a white half sleeve and his jeans are a matching gray. He is carrying a big black bag on his right shoulder. His shoes appear to be a light brown color with white soles."
710,cuhk03/image=01_set=1_id=0710.png,A11,"A young, lanky lad with a slight backward slouch walking towards his left. He is wearing a black jumper suit with white stripes on it and a light gray, boot cut trouser. His jumper appears to have a hoodie. He has mushroom cut hairdo and he appears to be Asian. He is talking over the phone as he is walking."
709,cuhk03/image=01_set=1_id=0709.png,A11,"A tall, stylish woman walking towards her left, is attired in a white loose top with a black jacket and dark blue jeans. She has short hair with burgundy hair coloring. She has her lips tucked in as she is probably looking at her phone. She is holding a burgundy colored bag in her hand."
708,cuhk03/image=01_set=1_id=0708.png,A11,"Profile of a young woman with short hair and a fringe hairdo, dressed in a black and white striped jumper. Her leggings are a full black. She is gazing towards her left as she is walking. She is carrying a bag in her right hand. She appears to be wearing glasses."
707,cuhk03/image=01_set=1_id=0707.png,A11,"A slim, tall woman is wearing a black full sleeve top with a white pattern on the side and black, slim fit jeans. She has dark, medium length hair. She seems to be reading something as she is hurrying towards her left. It appears she is wearing black sandals."
706,cuhk03/image=01_set=1_id=0706.png,A11,"A young, stylish girl dressed in a full-length sleeve top and slim fit black jeans. She has shoulder length hair. She is carrying a trendy black backpack. Her shoes are a bright red color with white soles. She appears to be wearing shades."
705,cuhk03/image=01_set=1_id=0705.png,A11,"A profile of a middle aged man, probably of Asian origin. He is wearing a formal white shirt and formal black trousers. He seems to have a military hairdo. He has prominent ears. He seems to be putting something in his pocket. He has maybe a laptop bag hanging on his left shoulder."
